domain,agency,status,redirect,xml,items,pdfs,completion
tasefiling.gov,"Department of Commerce",404,"https://tasefiling.powerappsportals.us/sitemap.xml",false,0,0,1
spd15revision.gov,"Department of Commerce",200,"https://spd15revision.gov/sitemap.xml",false,0,0,0
spectrum.gov,"Department of Commerce",200,"https://www.spectrum.gov/sitemap.xml",true,82,0,0.9545454545454546
semiconductors.gov,"Department of Commerce",200,"https://www.nist.gov/chips",false,0,0,0
adlnet.gov,"Department of Defense",500,"undefined",false,0,0,0
spaceweather.gov,"Department of Commerce",404,"https://www.spaceweather.gov/sitemap.xml",false,0,0,0
sdr.gov,"Department of Commerce",200,"https://www.sdr.gov/sitemap.xml",true,49,39,1
pscr.gov,"Department of Commerce",200,"https://www.nist.gov/ctl/pscr",false,0,0,0
ofcm.gov,"Department of Commerce",500,"undefined",false,0,0,0
papahanaumokuakea.gov,"Department of Commerce",200,"https://www.papahanaumokuakea.gov/sitemap.xml",true,774,0,0.32692307692307687
nwirp.gov,"Department of Commerce",500,"undefined",false,0,0,0
ntis.gov,"Department of Commerce",521,"undefined",false,0,0,0
ntia.gov,"Department of Commerce",200,"https://www.ntia.gov/sitemap.xml",true,4015,0,0.4035087719298246
noaa.gov,"Department of Commerce",403,"undefined",false,0,0,0
stopfakes.gov,"Department of Commerce",200,"https://www.stopfakes.gov/sitemap.xml",true,270,102,1
my2020census.gov,"Department of Commerce",500,"undefined",false,0,0,0
nist.gov,"Department of Commerce",200,"https://www.nist.gov/sitemap.xml",true,18000,0,0.5714285714285714
nehrp.gov,"Department of Commerce",404,"https://nehrp.gov/sitemap.xml",false,0,0,0
mgi.gov,"Department of Commerce",200,"https://www.nist.gov/sitemap.xml",true,18000,0,0.0714285714285714
marinecadastre.gov,"Department of Commerce",200,"https://hub.marinecadastre.gov/",false,0,0,1
mbda.gov,"Department of Commerce",403,"https://www.mbda.gov/sitemap.xml",false,0,0,0
manufacturing.gov,"Department of Commerce",404,"https://www.manufacturing.gov/sitemap.xml",false,0,0,0
internetforall.gov,"Department of Commerce",500,"undefined",false,0,0,0
internet4all.gov,"Department of Commerce",500,"undefined",false,0,0,0
luca-appeals.gov,"Department of Commerce",500,"undefined",false,0,0,0
icts.gov,"Department of Commerce",500,"undefined",false,0,0,0
iedison.gov,"Department of Commerce",200,"https://www.nist.gov/iedison",false,0,1,0
heat.gov,"Department of Commerce",403,"undefined",false,0,0,0
icams-portal.gov,"Department of Commerce",403,"https://www.icams-portal.gov/sitemap.xml",false,0,0,1
hurricanes.gov,"Department of Commerce",200,"https://www.nhc.noaa.gov/sitemap.xml",true,218,0,0.10666666666666669
gps.gov,"Department of Commerce",200,"https://www.gps.gov/sitemap.xml",true,221,0,1
goes-r.gov,"Department of Commerce",200,"https://www.goes-r.gov/sitemap.xml",true,306,0,0.7777777777777778
export.gov,"Department of Commerce",500,"undefined",false,0,0,0
edison.gov,"Department of Commerce",200,"https://www.nist.gov/iedison",false,0,1,0
firstnet.gov,"Department of Commerce",200,"https://firstnet.gov/sitemap.xml",true,1859,0,0.5079365079365079
eda.gov,"Department of Commerce",403,"https://www.eda.gov/sitemap.xml",false,0,0,0
selectusa.gov,"Department of Commerce",500,"undefined",false,0,0,0
drought.gov,"Department of Commerce",200,"https://www.drought.gov/sitemap.xml",true,49390,0,0.8775510204081632
dnsops.gov,"Department of Commerce",500,"undefined",false,0,0,0
dataprivacyframework.gov,"Department of Commerce",200,"https://dataprivacyframework.gov/sitemap.xml",false,0,0,1
privacyshield.gov,"Department of Commerce",500,"undefined",false,0,0,0
cwc.gov,"Department of Commerce",200,"https://www.bis.gov/about-bis/bis-leadership-and-offices/nfpc/cwc",false,0,18,0
doc.gov,"Department of Commerce",403,"https://www.commerce.gov/sitemap.xml",false,0,0,0
climate.gov,"Department of Commerce",403,"undefined",false,0,0,0
buyusa.gov,"Department of Commerce",500,"undefined",false,0,0,0
chips.gov,"Department of Commerce",200,"https://www.nist.gov/chips",false,0,0,0
bldrdoc.gov,"Department of Commerce",500,"undefined",false,0,0,0
commerce.gov,"Department of Commerce",403,"https://www.commerce.gov/sitemap.xml",false,0,0,0
bis.gov,"Department of Commerce",200,"https://www.bis.gov/sitemap.xml",true,37,0,0.0714285714285714
aviationweather.gov,"Department of Commerce",404,"https://aviationweather.gov/sitemap.xml",false,0,0,0
2020census.gov,"Department of Commerce",500,"undefined",false,0,0,0
ap.gov,"Department of Commerce",200,"https://www.bis.gov/about-bis/bis-leadership-and-offices/nfpc/additional-protocol",false,0,14,0
bea.gov,"Department of Commerce",200,"https://bea.gov/sitemap.xml",true,5640,0,0.6461538461538461
census.gov,"Department of Commerce",200,"https://www.census.gov/sitemap.xml",true,5408,0,0.2660550458715596
fishwatch.gov,"Department of Commerce",200,"https://www.fisheries.noaa.gov/topic/sustainable-seafood",false,0,1,0
dnfsb.gov,"Defense Nuclear Facilities Safety Board",200,"https://www.dnfsb.gov/sitemap.xml",true,595,0,0.17647058823529416
denali.gov,"Denali Commission",200,"https://denali.gov/wp-sitemap.xml",true,103,0,1
pandemicoversight.gov,"Council of Inspectors General on Integrity and Efficiency",403,"undefined",false,0,0,0
pretrialservices.gov,"Court Services and Offender Supervision",500,"undefined",false,0,0,0
ignet.gov,"Council of Inspectors General on Integrity and Efficiency",200,"https://www.ignet.gov/sitemap.xml",true,8560,0,0.7974683544303798
cigie.gov,"Council of Inspectors General on Integrity and Efficiency",500,"undefined",false,0,0,0
csosa.gov,"Court Services and Offender Supervision",200,"https://www.csosa.gov/wp-sitemap.xml",true,135,0,0.9
volunteeringinamerica.gov,"Corporation for National and Community Service",500,"undefined",false,0,0,0
serve.gov,"Corporation for National and Community Service",500,"undefined",false,0,0,0
vistacampus.gov,"Corporation for National and Community Service",404,"https://account.americorps.gov/sitemap.xml",false,0,0,0
dra.gov,"Delta Regional Authority",200,"https://dra.gov/sitemap_index.xml",true,207,0,0.9397590361445783
oversight.gov,"Council of Inspectors General on Integrity and Efficiency",200,"https://www.oversight.gov/sitemap.xml",true,18000,0,0.35
presidentialserviceawards.gov,"Corporation for National and Community Service",200,"https://presidentialserviceawards.gov/sitemap.xml",false,0,0,1
nationalservice.gov,"Corporation for National and Community Service",500,"undefined",false,0,0,0
mentor.gov,"Corporation for National and Community Service",500,"undefined",false,0,0,0
mlkday.gov,"Corporation for National and Community Service",500,"undefined",false,0,0,0
cncsoig.gov,"Corporation for National and Community Service",500,"undefined",false,0,0,0
cns.gov,"Corporation for National and Community Service",500,"undefined",false,0,0,0
cncs.gov,"Corporation for National and Community Service",500,"undefined",false,0,0,0
joinamericorps.gov,"Corporation for National and Community Service",500,"undefined",false,0,0,0
ccc.gov,"Corporation for National and Community Service",500,"undefined",false,0,0,0
acc.gov,"Corporation for National and Community Service",500,"undefined",false,0,0,0
americanclimatecorps.gov,"Corporation for National and Community Service",500,"undefined",false,0,0,0
americorps.gov,"Corporation for National and Community Service",403,"undefined",false,0,0,0
seguridadconsumidor.gov,"Consumer Product Safety Commission",200,"https://www.cpsc.gov/es",false,0,0,0
saferproduct.gov,"Consumer Product Safety Commission",404,"https://www.saferproducts.gov/sitemap.xml",false,0,0,0
saferproducts.gov,"Consumer Product Safety Commission",404,"https://www.saferproducts.gov/sitemap.xml",false,0,0,0
psa.gov,"Court Services and Offender Supervision",500,"https://psa.gov/sitemap.xml",false,0,0,0
americorpsoig.gov,"Corporation for National and Community Service",200,"https://www.americorpsoig.gov/sitemap.xml",true,579,0,0.7142857142857143
drywallresponse.gov,"Consumer Product Safety Commission",200,"https://www.cpsc.gov/Safety-Education/Safety-Education-Centers/Drywall-Information-Center",false,0,2,0
poolsafety.gov,"Consumer Product Safety Commission",200,"https://www.poolsafely.gov/sitemap.xml",true,269,0,0.88
poolsafely.gov,"Consumer Product Safety Commission",200,"https://www.poolsafely.gov/sitemap.xml",true,269,0,0.88
cpsc.gov,"Consumer Product Safety Commission",200,"https://www.cpsc.gov/sitemap.xml",true,19998,0,0.23809523809523814
atvsafety.gov,"Consumer Product Safety Commission",200,"https://www.cpsc.gov/Safety-Education/Safety-Education-Centers/ATV-Safety-Information-Center",false,0,4,0
recalls.gov,"Consumer Product Safety Commission",503,"https://www.recalls.gov/sitemap.xml",false,0,0,1
consumerprotection.gov,"Consumer Financial Protection Bureau",500,"undefined",false,0,0,0
anchorit.gov,"Consumer Product Safety Commission",200,"https://www.anchorit.gov/sitemap.xml",true,25,0,0.07692307692307687
consumerfinancialbureau.gov,"Consumer Financial Protection Bureau",500,"undefined",false,0,0,0
consumerfinance.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,4974,0,0.9861111111111112
consumerprotectionbureau.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,4974,0,0.9861111111111112
consumerfinancial.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,4974,0,0.9861111111111112
mimm.gov,"Consumer Financial Protection Bureau",500,"undefined",false,0,0,0
consumerfinancialprotectionbureau.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,4974,0,0.9861111111111112
whistleblower.gov,"Commodity Futures Trading Commission",404,"https://www.whistleblower.gov/sitemap.xml",false,0,0,0
smartcheck.gov,"Commodity Futures Trading Commission",200,"https://www.cftc.gov/LearnAndProtect",false,0,1,0
cfpb.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,4974,0,0.9861111111111112
devcftc.gov,"Commodity Futures Trading Commission",500,"undefined",false,0,0,0
cftc.gov,"Commodity Futures Trading Commission",404,"https://www.cftc.gov/sitemap.xml",false,0,0,0
coldcaserecords.gov,"Civil Rights Cold Case Records Review Board",200,"https://www.coldcaserecords.gov/sitemap.xml",true,88,0,1
consumerbureau.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,4974,0,0.9861111111111112
ucia.gov,"Central Intelligence Agency",500,"undefined",false,0,0,0
safetyvideos.gov,"Chemical Safety Board",200,"https://www.csb.gov/videos/",false,0,0,0
osde.gov,"Central Intelligence Agency",500,"undefined",false,0,0,0
csb.gov,"Chemical Safety Board",200,"https://www.csb.gov/sitemap.xml",true,1308,0,0.9821428571428571
istac.gov,"Central Intelligence Agency",500,"undefined",false,0,0,0
ic.gov,"Central Intelligence Agency",500,"undefined",false,0,0,0
cia.gov,"Central Intelligence Agency",200,"https://www.cia.gov/sitemap/sitemap-0.xml",true,964,0,0.72
bcfp.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,4974,0,0.9861111111111112
cfpa.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,4974,0,0.9861111111111112
goldwaterscholarship.gov,"Barry Goldwater Scholarship and Excellence in Education Foundation",200,"https://goldwaterscholarship.gov/sitemap.xml",true,0,0,0
afrh.gov,"Armed Forces Retirement Home",404,"https://www.afrh.gov/sitemap.xml",false,0,0,0
odci.gov,"Central Intelligence Agency",500,"undefined",false,0,0,0
abmc.gov,"American Battle Monuments Commission",403,"undefined",false,0,0,0
preserveamerica.gov,"Advisory Council on Historic Preservation",500,"undefined",false,0,0,0
asc.gov,"Appraisal Subcommittee",404,"https://asc.gov/sitemap.xml",false,0,0,0
acus.gov,"Administrative Conference of the United States",403,"undefined",false,0,0,0
amtrakoig.gov,"AMTRAK",404,"https://amtrakoig.gov/sitemap.xml",false,0,0,0
wyo.gov,"State of Wyoming",404,"https://www.wyo.gov/sitemap.xml",false,0,0,0
wv.gov,"State of West Virginia",200,"https://www.wv.gov/sitemap.xml",true,24,0,0.7142857142857143
wisconsin.gov,"State of Wisconsin",200,"https://www.wisconsin.gov/sitemap.xml",true,6,0,0
wa.gov,"State of Washington",200,"https://wa.gov/sitemap.xml",true,40,0,0.39743589743589747
vermont.gov,"State of Vermont",403,"undefined",false,0,0,0
virginia.gov,"State of Virginia",200,"https://www.virginia.gov/sitemap.xml",true,237,0,0.911504424778761
utah.gov,"State of Utah",200,"https://www.utah.gov/sitemap.xml",true,173,0,0.9090909090909091
texas.gov,"State of Texas",200,"https://www.texas.gov/sitemap.xml",true,303,0,1
tn.gov,"State of Tennessee",302,"undefined",false,0,0,0
sc.gov,"State of South Carolina",200,"https://sc.gov/sitemap.xml",true,112,0,0.9801980198019802
opensource.gov,"Central Intelligence Agency",500,"undefined",false,0,0,0
arc.gov,"Appalachian Regional Commission",200,"https://arc.gov/sitemap_index.xml",true,1197,1,0.9545454545454546
ri.gov,"State of Rhode Island",404,"https://www.ri.gov/sitemap.xml",false,0,0,0
achp.gov,"Advisory Council on Historic Preservation",500,"https://www.achp.gov/sitemap.xml",false,0,0,0
pa.gov,"State of Pennsylvania",200,"https://www.pa.gov/en.sitemap.xml",true,40611,0,0.9
oregon.gov,"State of Oregon",404,"https://www.oregon.gov/sitemap.xml",false,0,0,0
sd.gov,"State of South Dakota",200,"https://www.sd.gov/auth_redirect.do?sysparm_stack=no&sysparm_url=https%3A%2F%2Flogin.microsoftonline.com%2F70af547c-69ab-416d-b4a6-543b5ce52b99%2Fsaml2%3FSAMLRequest%3DhVLLbtswEPwVgXe9aEqqCcuAa6OogSQVYqeH3ihq5RCQSJVLSenfV5ZtJDkkuS24szuzM1yhaBva8U3vnvUj%252FO0BnffSNhr5pZOT3mpuBCrkWrSA3El%252B2NzfcRpEvLPGGWka4m0QwTpl9NZo7FuwB7CDkvD0eJeTZ%252Bc65GE4jmOAVXAyQ6jF0IkTBJUh3m4iVVqcp1%252BxjTkpHbRKWoOmdkY3SkMgTRtmkagTlkk%252FXYrSZ3Fa%252BSUTqZ%252BwRZlISGi5XIazeuL9MFbCfFxOnO2BePtdTg4PW1ECZcsYypJFUEVRliXfWMyolDUrGZMTEAuBqAbISS0aPI8i9rDX6IR2OaERTf0o9Sk7RoxTypNFwBbZH%252BIVV1e%252BK10pffrcwvICQv7zeCz84tfhOC8YVAX2YUJ%252F6d5vsDg7N20j69V8OJ%252Bl2rdJfq5C3OIj6xsdVhLbAC8xajNeKzxnsArf0lxJO37Wu98VplHyn7dpGjNuLQgHN%252B%252BnNFrhPlYSB%252FH8oiq%252FnqG819iBVLWCioTrK%252B3777r%252BDw%253D%253D%26RelayState%3Dhttps%253A%252F%252Fwww.sd.gov%252Fsaml_redirector.do%253Fsysparm_nostack%253Dtrue%2526sysparm_uri%253D%25252Fnav_to.do%25253Furi%25253D%2525252Fsitemap.xml",false,0,0,1
ohio.gov,"State of Ohio",404,"undefined",false,0,0,0
oklahoma.gov,"State of Oklahoma",200,"https://oklahoma.gov/sitemap.xml",true,39713,0,0.6
nd.gov,"State of North Dakota",200,"https://www.nd.gov/sitemap.xml",true,589,0,0.9322033898305084
nj.gov,"State of New Jersey",404,"https://nj.gov/sitemap.xml",false,0,0,0
ny.gov,"State of New York",200,"https://www.ny.gov/sitemap.xml",true,8548,0,0.9375
nm.gov,"State of New Mexico",200,"https://www.nm.gov/sitemap_index.xml",true,61,0,0.7894736842105263
nh.gov,"State of New Hampshire",200,"https://www.nh.gov/sitemap.xml",true,134,0,0.9411764705882353
nv.gov,"State of Nevada",404,"https://www.nv.gov/sitemap.xml",false,0,0,0
nebraska.gov,"State of Nebraska",200,"https://www.nebraska.gov/sitemap.xml",true,56,0,0.9259259259259259
mt.gov,"State of Montana",200,"https://mt.gov/sitemap.xml",true,45,0,0.2222222222222222
mo.gov,"State of Missouri",503,"https://mo.gov/sitemap.xml",false,0,0,0
nc.gov,"State of North Carolina",200,"https://www.nc.gov/sitemap.xml",true,80,0,0.9607843137254902
